Pretty Name,Frequency,Entity Type
LUL NSCLC s/p L,1,ORG
Patch,1,NORP
cerebellar metastases,1,ORG
Spurring,1,PERSON
Tube,1,PERSON
"Urgent
 neurosurgical consultation",1,ORG
first day,1,DATE
"RIJ
 Admitting Diagnosis: SEPSIS",1,WORK_OF_ART
"s/p L Pneumonectomy
 REASON FOR THIS EXAMINATION",1,ORG
Subq,1,PERSON
s/p RUL VATS s/p,1,ORG
RML,1,PERSON
RU,1,ORG
s/p RUL/RMLobectomy CT,1,ORG
nodule s/p RUL VATS,1,ORG
"s/p BAL
 REASON FOR THIS EXAMINATION",1,ORG
BAL,1,PRODUCT
RMLobectomy,1,ORG
s/p RUL/RMLobectomy R anterior & Post,1,ORG
"Left IJ
 REASON FOR THIS EXAMINATION",1,PRODUCT
contarst,1,ORDINAL
Lidocaine,1,PERSON
particle embolization,1,ORG
ABOVE,1,ORG
Peripheral IV,1,ORG
minute,1,TIME
Saturday,1,DATE
PORTABLE UPRIGHT AP,1,ORG
catether,1,CARDINAL
lung crackles,1,PERSON
Sclerosis,1,ORG
h/o SCLC,1,ORG
"Interventional
 Radiology Fellow Dr.",1,ORG
s/p rll wedge resection,1,ORG
"s/p rll wedge resection

 REASON",1,ORG
s/p L PICC,1,ORG
Pacemaker/AICD,1,ORG
MSRA,1,PERSON
Stat-Lock,1,ORG
primary lung,1,PERSON
Swollen,1,PERSON
"BED REST POST ANGIO
  UPTO",1,ORG
Angiogram,1,GPE
Pope,1,PERSON
Septal,1,LOC
ho CAD p/w SOB,1,ORG
MH SUN,1,ORG
"S/P VATS
 Admitting Diagnosis",1,ORG
W,1,ORG
p/w tachycardia,1,ORG
FDG-PET/CT,1,ORG
O.R.,1,FAC
"LUNG CANCER;WEAKNESS
 Admitting Diagnosis",1,ORG
NSCLC s/p OR,1,ORG
SGC,1,ORG
Right-,1,GPE
Pox,1,LOC
#-[**Numeric,1,MONEY
F/,1,PRODUCT
PORTABLE SUPINE AP CHEST @,1,ORG
PORTABLE SUPINE AP CHEST,1,ORG
ET Tube,1,ORG
The Swan-Ganz,1,EVENT
Clivus,1,ORG
Endocarditis,1,PERSON
"About
 half",1,CARDINAL
Elevated,1,LOC
Radiologist,1,PERSON
SINGLE CONTRAST UPPER GI,1,ORG
a Stat Lock,1,WORK_OF_ART
ENTEROCUTANEOUS,1,PERSON
Gastrografin,1,PERSON
s/p,1,MONEY
s/p subclavian central venous line,1,ORG
creatnine=,1,GPE
FISP,1,ORG
PE w/CT,1,ORG
VIBE,1,NORP
"AM
 PICC LINE PLACMENT",1,ORG
CPN,1,ORG
M.D.  Attending,1,PERSON
BARD,1,ORG
Tegaderm,1,PERSON
One hour earlier,1,TIME
w/cough &,1,ORG
colitis s/p,1,ORG
DISH,1,ORG
the azygos vein,1,ORG
Left rib,1,LOC
"s/p bronch/med

 REASON FOR THIS EXAMINATION",1,ORG
Left lung looks,1,PERSON
s/p Swan-Ganz,1,ORG
SPOT,1,DATE
"ANALYSIS
 _",1,LAW
G.I.,1,GPE
apical pleural opacities,1,ORG
Patient S/P,1,ORG
C.diff,1,DATE
Polycystic,1,NORP
Vaxel,1,ORG
ULTRASOUND-GUIDED THORACENTESIS,1,ORG
Betadine,1,ORG
"Please p
 _",1,ORG
S/P LUL,1,ORG
Lethargic,1,PERSON
TademHeart,1,ORG
Tandem,1,ORG
Left flank hernia,1,LOC
Mucoid,1,GPE
Nixon,1,PERSON
PROGRESSIVE TACHYCARDIA,1,ORG
Wand,1,ORG
Female,1,PERSON
Aortobifemoral,1,ORG
PVR,1,ORG
DMII,1,ORG
Native,1,NORP
"CAD
 REASON FOR THIS EXAMINATION",1,ORG
cm/sec,1,ORG
LUG,1,ORG
NEED,1,PERSON
LIVER,1,ORG
ADRENALS,1,ORG
Value,1,ORG
the Emergency Department,1,ORG
new cvl,1,PERSON
Thel,1,PERSON
RT ARM,1,PERSON
Evalute,1,LOC
TUESDAY,1,DATE
bilat PE,1,ORG
Argon Plasma Coagulation,1,ORG
PMH DJD,1,ORG
Micaelson,1,PERSON
collapse & pna LLL,1,ORG
"s/p LLLobectomy
 Admitting Diagnosis",1,ORG
"s/p LLLobectomy
 _",1,ORG
s/p ABX,1,ORG
GIB,1,ORG
C/Lspine,1,ORG
the gadolinium injection-,1,ORG
s/p chemo with fever,1,ORG
s/p rt,1,ORG
chemotx/xrt,1,ORG
JHjc TUE,1,PERSON
Liver,1,PERSON
Centrilobular,1,FAC
Ca,1,WORK_OF_ART
MAlb FRI,1,ORG
lacunar,1,LOC
RESOURCE,1,ORG
Sternotomy,1,ORG
Left lung base atelectasis,1,PERSON
"PTX
 Admitting Diagnosis: RIGHT LOWER LOBE CANCER/",1,FAC
Prior PE,1,PERSON
s/p right,1,ORG
s/p Lobectomy,1,ORG
s/p sigmoid colon resection,1,ORG
Hartmann,1,GPE
Supine,1,ORG
Exploratory,1,PERSON
Hartmann,1,PERSON
"the
 diaphgram",1,LOC
the last five years,1,DATE
"the past several
 days",1,DATE
Sixty-four year old,1,DATE
LOWER EXTREMITY VENOUS DUPLEX,1,ORG
"END STAGE NSCLCA
 Admitting Diagnosis: CHEST PAIN
  Contrast",1,ORG
approximately ten hours,1,TIME
ELEVATED LFT,1,PERSON
"GUID WIRES INCL INF              *
 *",1,ORG
LAO,1,ORG
Descending,1,PERSON
CTE,1,ORG
s/p C. diff,1,ORG
Reticulonodular,1,ORG
Elevated,1,FAC
Earlier the same date,1,DATE
"CLL
 REASON FOR THIS EXAMINATION",1,ORG
"s/p TBBX
 Admitting Diagnosis",1,ORG
"adenoca lung s/p TBBx
 REASON FOR THIS EXAMINATION",1,PERSON
s/p TBBX,1,ORG
adenoca lung s/p TBBx,1,PERSON
RT UE HEMITHROMBOSIS,1,ORG
F w/,1,ORG
jug dl,1,PERSON
Informed,1,PERSON
s/p PICC pl,1,ORG
RT IJ,1,ORG
PNA/c. diff/ARF,1,ORG
RESPIRATORY FAILURE,1,ORG
RECURRENT,1,ORG
LUNG CA,1,PRODUCT
Evalu,1,LOC
LEFT                                       Clip,1,PERSON
Bulging,1,PERSON
eval hemothorax,1,PERSON
adnexal mass,1,PERSON
the Glidewire,1,LOC
the IVC OptEase,1,ORG
the IVC-gram,1,EVENT
IVC-gram,1,ORG
V.  Proximal,1,PERSON
lung mass s/p lung,1,PERSON
adnexal cyst,1,PERSON
s/p SVC,1,ORG
Midline,1,PERSON
Glottic,1,NORP
Digital,1,ORG
Bronchi,1,ORG
percardial & pleural effusions,1,ORG
right pleural fluid,1,ORG
AccuStick,1,PRODUCT
Accustick,1,PRODUCT
Accustick,1,FAC
Resistive,1,ORG
Omni,1,ORG
The nasopharynx,1,DATE
current day,1,DATE
"LEG INFRACTION;RULE OUT TUBERCULOSIS
 ********************************* CPT Codes",1,ORG
minutes ago,1,TIME
Fr Cook,1,PERSON
"the Cobra
 Glidecatheter",1,WORK_OF_ART
"the Cobra
 Glidecatheter",1,PERSON
"LUL
  w",1,ORG
Iliac,1,ORG
LEG INFRACTION;RULE OUT,1,ORG
Le,1,FAC
hep,1,GPE
Brachiocephalic,1,NORP
Hounsfield,1,PERSON
"LEG INFRACTION;RULE OUT TUBERCULOSIS
 Admitting Diagnosis:",1,ORG
Septic,1,LOC
"R CVL
 Admitting Diagnosis: RIGHT LOWER LEG ISCHEMIA;RIGHT",1,PRODUCT
four weeks,1,DATE
four to six weeks,1,DATE
Dobbhoff Tube,1,PRODUCT
Lymph,1,PERSON
s/p intubation w/ RUL,1,ORG
BONES/SOFT TISSUES,1,ORG
melena,1,ORG
Choletec,1,PERSON
"EUS
 REASON FOR THIS EXAMINATION",1,ORG
cavitary lung,1,PERSON
s/p angiogram,1,LAW
Tubing,1,PERSON
bronchomalacia,1,PERSON
from years ago,1,DATE
RAF,1,ORG
LLL VATS,1,ORG
"L CT
 Admitting Diagnosis",1,ORG
O.R.                                   Clip,1,FAC
CA s/p LLL,1,ORG
"the
 Intensive Care Unit",1,ORG
"CEREBELLAR BLEED
 Admitting Diagnosis",1,PERSON
femoral,1,NORP
cerebellar bleed,1,PERSON
MH,1,ORG
Fluoro,1,GPE
"FINDINGS

 MR CERVICAL SPINE",1,ORG
Hepatic,1,GPE
"the
 PET CT",1,ORG
Intravenous,1,PERSON
Multiple intracranial metastases,1,ORG
BEDSIDE AP RADIOGRAPH OF THE CHEST,1,ORG
hematomas s/p RIJ,1,ORG
Cardiomyopathy,1,PERSON
Hematomas,1,ORG
Review,1,ORG
two-day,1,DATE
trapezius,1,ORG
DM w/ LMCA,1,ORG
COW,1,ORG
Distally,1,LAW
RT HEMOTHORAX,1,PERSON
PTX ON RT SIDE DURING,1,ORG
More than half,1,CARDINAL
Worsened,1,ORG
Apropriate,1,ORG
Constant,1,PERSON
"RULobectomy
 REASON FOR THIS EXAMINATION",1,ORG
Similar,1,NORP
ETOH Cirrhosis and Hematemesis,1,ORG
mile cardiomegaly,1,PERSON
WF s/p Right VATS s,1,ORG
Draining,1,PERSON
s/p right central line place,1,ORG
s/p right central line,1,ORG
"six
 hours",1,TIME
twenty minutes earlier,1,TIME
bullae,1,GPE
Left pleural drains,1,LOC
eval s,1,ORG
"LOBE NODULE/SDA
 **",1,ORG
Seven hours earlier,1,TIME
"OGT
 Admitting Diagnosis",1,ORG
LEFT HAND,1,PERSON
s/p r upperlobectomy   inc rr,1,ORG
s/p r,1,ORG
"eval PTX
 Admitting Diagnosis: RIGHT UPPER NODULE/SDA
 _",1,PERSON
s/p r upperlobectomy s/p ant chest tube,1,ORG
"s/p r upperlobectomy

 REASON FOR THIS EXAMINATION",1,ORG
"s/p RUL

 REASON FOR THIS EXAMINATION",1,ORG
sta,1,PERSON
eval inc atelectasis/,1,ORG
s/p broncho & PDT,1,ORG
the two days,1,DATE
Fifty-two year old,1,DATE
NSCLC s/p tracheal,1,ORG
Hemodynamically,1,PERSON
hematoma s,1,PERSON
MRV,1,ORG
the ET Tube,1,ORG
Sixty-six year old,1,DATE
NSCCA,1,ORG
Morison,1,PERSON
the Clinical Team,1,ORG
Bay State Hospital,1,FAC
Chemo,1,PERSON
eleven days ago,1,DATE
POST-WATER SOLUBLE CONTRAST INJECTION,1,ORG
VCT,1,ORG
"past
  seven years",1,DATE
"The
 PICC",1,ORG
OSH Xray,1,ORG
Negative,1,ORG
mcg IV,1,FAC
CA p/w PE,1,ORG
LAT,1,ORG
Heparin,1,LANGUAGE
hemothorax s/p right VATS evacuation,1,ORG
dysphagia s/p cva,1,PERSON
Chin,1,PERSON
CareWeb,1,WORK_OF_ART
Peripneumonic,1,NORP
Assess ETT,1,ORG
Multiplanar,1,PERSON
S/P MI,1,ORG
s/p ETT,1,ORG
"dysphagia s/p cva
 Admitting Diagnosis",1,PERSON
twelve hours,1,TIME
EtOH cirrhosis,1,ORG
ABDOMINAL US,1,PERSON
The ETT,1,ORG
ETOH Cirrhosis,1,ORG
PO contrast;creatinine,1,ORG
Rightt,1,PERSON
ABD/PEL                                             Clip,1,ORG
s/p BATS,1,ORG
L PNA,1,ORG
COPP,1,PERSON
multilobar,1,GPE
this month,1,DATE
RT RIB PAIN,1,PERSON
"the
 PICC",1,FAC
the left hepatic dome,1,ORG
Pneumobilia,1,ORG
VATS LLL,1,ORG
s/p L VATs,1,ORG
clinicians,1,NORP
s/p RIJ Swan Ganz,1,ORG
Lung Ca s/p LUL Lobectomy,1,PERSON
Swan,1,NORP
Lidocaine Jelly,1,ORG
UNILAT LOWER EXT VEINS LEFT PORT                                Clip,1,ORG
LEFT LOWER EXTREMITY VENOUS ULTRASOUND,1,ORG
"the
 Dobhoff",1,GPE
the past week,1,DATE
Multislice,1,PERSON
Bone Windows,1,PERSON
Facet,1,PERSON
recent date,1,DATE
Lymphangio,1,ORG
LLL & w/,1,ORG
s/p d/c chest,1,ORG
Atrial Fibrillation,1,ORG
pulmonary hematoma,1,PERSON
S/p LULobectomy,1,ORG
"Afib
 REASON FOR THIS EXAMINATION",1,ORG
O.R.                                        Clip,1,FAC
s/p L VATS LULectomy,1,ORG
LUL PNA,1,ORG
Abx,1,PERSON
some one centimeter,1,QUANTITY
RAY,1,ORG
Potential,1,ORG
night,1,TIME
lul,1,ORG
Dx LUL,1,PERSON
RT LEG PAIN,1,ORG
"lung expans
 Admitting Diagnosis",1,PERSON
Query PE,1,ORG
Focus,1,ORG
"two
 days",1,DATE
Weighted,1,ORG
"""Health Alliance",1,ORG
Serpentine,1,ORG
w. brain,1,PERSON
THE PRIOR DAY,1,DATE
Four days,1,DATE
adeno-CA,1,PERSON
myelomalacia,1,QUANTITY
Cholangitis,1,PERSON
ET/NG,1,ORG
Multilevel,1,GPE
inc L,1,ORG
Described,1,PERSON
"Post-IV
 administration of contrast",1,ORG
the right hepatic dome,1,ORG
pericardiac pleural fluid,1,ORG
"PLACEMENT
 Admitting Diagnosis",1,PERSON
LLL/RLL/RUL,1,ORG
"Left
 Port-A-Cath",1,FAC
VOLUMETRIC                               Clip,1,PERSON
approximately four hours earlier,1,TIME
Bilobectomy,1,GPE
RENAL FUNCTION,1,PERSON
"IP
 No contraindications",1,ORG
VERTICAL,1,ORG
FINDINGS DISCUSSED,1,PERSON
ON,1,ORG
lung adenoca s,1,PERSON
this evening,1,TIME
"LLung
 Admitting Diagnosis",1,ORG
Bracken,1,PERSON
Tense,1,ORG
Numerically,1,PERSON
a few hours,1,TIME
NSCLC s/p tracheal stent,1,ORG
bilateraly,1,GPE
Radiopaque,1,ORG
BRB,1,ORG
Left subclavian arteriogram,1,LOC
"S/P FALL
  Contrast",1,ORG
RA/SVC,1,ORG
YO,1,PERSON
"Pulm emboli
 REASON FOR THIS EXAMINATION",1,LOC
Central Pulm,1,LOC
lung volumes,1,PERSON
less than a centimeter,1,QUANTITY
"LWS
 REASON FOR THIS EXAMINATION",1,ORG
hemothorax s/p CT,1,ORG
"FINAL REPORT
 CERVICAL SPINE",1,ORG
s/p APC,1,ORG
"ICU p
 Admitting Diagnosis: SHORTNESS OF BREATH;PLEURAL EFFUSION
 _",1,ORG
nsclc s,1,PERSON
S/p R,1,ORG
Initial CTA,1,ORG
Successful Embosphere,1,ORG
Juxtahilar,1,PERSON
Effusion,1,FAC
"PTXpresently Ac
 Admitting Diagnosis: HYPOXIA",1,ORG
PTXpresently Acute,1,ORG
S.,1,PERSON
Combinations of Ensnare,1,ORG
Attempted Wallstent,1,ORG
Approximately half,1,CARDINAL
"Bronchoalveloar Cancer
 REASON",1,PERSON
approximately one,1,CARDINAL
Vietnamese,1,NORP
six hours ago,1,TIME
Curved,1,ORG
nectar thick barium,1,PERSON
Two hour,1,TIME
"Plea
 Admitting Diagnosis",1,ORG
HDL,1,ORG
Slightly Atrophic,1,PERSON
hamartomas and/or small hepatic,1,PERSON
"PTX sm-mod
 REASON FOR THIS EXAMINATION",1,FAC
"ICA

  Rt apical",1,ORG
nodule s/p RVATs,1,ORG
"Characterization of
 metastatic disease for potential biopsy",1,WORK_OF_ART
resectionCT,1,PERSON
Syncopal,1,PERSON
Large,1,GPE
Leiden,1,GPE
Deformities,1,NORP
the preceding day,1,DATE
Cortical,1,ORG
lymphoma,1,GPE
"CA s/p trach
 REASON FOR THIS EXAMINATION",1,PERSON
Complex,1,PRODUCT
chemotherapy s/p,1,ORG
the same day later,1,DATE
"the past
 several days",1,DATE
Coronal MIP,1,ORG
BILATERAL VENOUS EXTREMITY ULTRASOUND,1,ORG
Left brachiocephalic vein,1,PERSON
nine,1,CARDINAL
VI/VII,1,ORG
thoracic trachea,1,PERSON
IIIB s/p,1,ORG
"Unchanged ETT & R
  SC",1,ORG
cm hyperdensity,1,PERSON
Earlier the same day,1,DATE
Decr,1,ORG
s/p L CT,1,ORG
L Thoracotomy LULobectomy s/p L,1,ORG
LULobectomy Pigtail,1,ORG
s/p LULobectomy persistent,1,ORG
\,1,PERSON
Attenuation,1,NORP
VERTIGO,1,ORG
FLUOROSCOPIC,1,ORG
less than one hour earlier,1,TIME
NSCLC/SCLC p/w pleural,1,ORG
CENTRAL/PICC W,1,ORG
Xray,1,GPE
Preoperative CT,1,PERSON
septum vergae,1,ORG
two months,1,DATE
vietnamese,1,NORP
i.v.,1,GPE
Ruloe,1,PERSON
"s/p pleurex
 REASON FOR THIS EXAMINATION",1,ORG
seven-hour,1,TIME
Cardia,1,GPE
Metastic CA CP,1,PERSON
CTV,1,ORG
"the
 Admitting Diagnosis: PERICARDIAL TAMPONADE",1,FAC
PIG,1,ORG
RX,1,ORG
"PERICARDIAL TAMPONADE
 REASON FOR THIS EXAMINATION",1,ORG
GERD,1,ORG
Minor,1,ORG
Nondilated,1,ORG
Splenic,1,LOC
"AAA
 REASON FOR THIS EXAMINATION",1,ORG
baseline emphysema,1,PERSON
Appreciable,1,PERSON
"XR
 REASON FOR THIS EXAMINATION",1,ORG
"Compression Fx
 Admitting Diagnosis",1,PERSON
Compression Fx,1,PERSON
two-week,1,DATE
TKA,1,ORG
Dependent,1,PRODUCT
Vital,1,ORG
neuro rad bx,1,PERSON
Brewer,1,LOC
Cook,1,PERSON
Aerobic,1,NORP
Compression fracture,1,ORG
contra,1,NORP
s/p EVAR,1,ORG
s/p EVAr,1,ORG
"s/p RMlobectomy
 REASON FOR THIS EXAMINATION",1,ORG
UE,1,PERSON
BILAT UE,1,PERSON
"the Ligament of
 Treitz",1,ORG
Expected,1,ORG
heparin drip,1,GPE
last pm,1,TIME
Recommend echocardiogram,1,ORG
Nonoccluding,1,ORG
VENATECH IVC,1,ORG
Hypoxemia,1,GPE
Navigation,1,NORP
DVT of RUE,1,ORG
"POST-OP
 No contraindications",1,ORG
Linear,1,PERSON
"s/p r upper lobectomy -
 REASON FOR THIS EXAMINATION",1,ORG
Signif,1,GPE
CI,1,PERSON
"Left PTX
 Admitting Diagnosis",1,PERSON
Right IJ,1,EVENT
CA s/p CABG,1,ORG
the Swan-Ganz,1,FAC
Mass,1,GPE
COMPLETED,1,ORG
s/p L subclavian line,1,ORG
JWK WED,1,ORG
UGI,1,ORG
"approximately six
 hours earlier",1,TIME
"FINDINGS

 AP SUPINE SINGLE VIEW OF THE CHEST",1,ORG
right brachiocephalic vein,1,ORG
s/p median,1,ORG
Appropriate ET,1,ORG
tracheobronchomalacia,1,PERSON
the Thoracic Surgery Team,1,ORG
"tachypnea s/p RUL lobectomy
 REASON FOR THIS EXAMINATION",1,ORG
S/P BILATERAL,1,ORG
Centrilobular,1,ORG
Subsegmental,1,ORG
AM,1,EVENT
markings--,1,GPE
Yesterday,1,DATE
"s/p CT pull
 Admitting Diagnosis: PERICARDIAL EFFUSION",1,ORG
Views,1,ORG
bilat cerebellar hemispheres,1,ORG
EXT VEINS US PORT                                     Clip,1,ORG
A Swan-Ganz,1,WORK_OF_ART
FXD,1,ORG
Periventricular,1,WORK_OF_ART
cerebellar parenchyma,1,PERSON
incisura,1,GPE
Frank,1,PERSON
Pt s/p,1,ORG
"three
 hours",1,TIME
Port,1,GPE
Steri-Strips,1,PERSON
ICP,1,PERSON
Ativan,1,NORP
Nonspecific,1,LOC
Lung nodule,1,PERSON
"INTERMITTENTLY FEBRILE - EVAL FOR BLEED
 _",1,ORG
"Earlier, same day",1,DATE
"Sat
 REASON FOR THIS EXAMINATION",1,LOC
Beside AP,1,ORG
sob s/p,1,ORG
"L. Elevated WBC
 REASON",1,PERSON
node mass.,1,ORG
peripheral mucoid,1,ORG
Hep C,1,PERSON
Air fluid,1,PRODUCT
RSBI,1,PERSON
LUMBOSACRAL SPINE AP,1,ORG
FEMUR,1,ORG
LEFT                   Clip,1,ORG
HUMERUS,1,ORG
LEFT SHOULDER,1,PERSON
"MVA
 _",1,ORG
nodule s/p R SC,1,ORG
"a few hours
 earlier",1,TIME
"PS
 REASON FOR THIS EXAMINATION",1,ORG
Fever,1,ORG
EC,1,ORG
Chemotherapy,1,ORG
Aspergillosis,1,ORG
approximately six weeks,1,DATE
the mastoid air,1,ORG
"PULMONARY EMBOLISM
 Field",1,PERSON
Opitray,1,ORG
cm pleural,1,PERSON
HEP,1,ORG
Resistant Klebsiella,1,PERSON
klebsiella pna,1,PERSON
prior pancreatitis,1,PERSON
s/p aspiration event,1,ORG
Cadiac,1,PERSON
NG Tube,1,ORG
"the prior
 day's",1,DATE
the past day,1,DATE
RUQ PAIN,1,PERSON
ABDOMEN POST CONTRAST,1,ORG
JHjc WED,1,PERSON
IIIB s/p chemo and radiation,1,ORG
the prior days,1,DATE
Left lung non-small cell lung,1,PERSON
Mickeeson,1,PERSON
IIIB,1,ORG
pleural fluid and/or,1,PERSON
"PO CONTRAST
 REASON FOR THIS EXAMINATION",1,ORG
air fluid,1,PRODUCT
w/?met,1,DATE
Immediate,1,ORG
O.R.       Clip,1,FAC
upper motor neuron,1,ORG
"RR Distress
 Admitting Diagnosis",1,ORG
Left Dobbhoff,1,PERSON
Eleven hours earlier,1,TIME
lung nodule,1,PERSON
s/p L subclavian,1,ORG
Mediastinal,1,DATE
Prior AP,1,PERSON
Shunt,1,ORG
Multinodular,1,NORP
tacycardia,1,ORG
Hypercapnia,1,GPE
"MR CONTRAST GADOLIN
 Reason",1,ORG
proximal profunda,1,PERSON
Assess PTX,1,ORG
"approximately nine
 hours",1,QUANTITY
Month/Year,1,DATE
EMG,1,ORG
Endplate,1,FAC
the past two and a half weeks,1,DATE
MR PITUITARY W&W/O CONTRAST           Clip,1,ORG
BKA,1,ORG
s/p attempted picc line,1,ORG
TPN,1,PRODUCT
"six
 months previous",1,DATE
Crit,1,ORG
Osteopenia,1,GPE
Evaulate,1,PERSON
BS,1,ORG
Suggest,1,LOC
ten-day,1,DATE
Limited Doppler,1,PERSON
GSV,1,ORG
CA s/p XRT,1,PERSON
"BO
 REASON FOR THIS EXAMINATION",1,PRODUCT
Recent,1,GPE
"Opacification of the right hemithorax on chest
 radiographs",1,WORK_OF_ART
Persistent collapse/,1,PRODUCT
PEEP,1,ORG
"LLL
 Admitting Diagnosis",1,PERSON
Bronch,1,ORG
Pleural,1,DATE
MD,1,ORG
FEMORAL VASCULAR ULTRASOUND,1,ORG
HEMO,1,GPE
Cr,1,PERSON
"BP a
 Admitting Diagnosis",1,ORG
Portal/Hepatic Vein,1,ORG
GI Bleed s/p sclerosis,1,ORG
Portal/Hepatic Vein Thrombosis ->,1,ORG
"CVA
 REASON FOR THIS EXAMINATION",1,ORG
Percheron,1,ORG
one-half hour,1,TIME
Echo,1,GPE
node conglomerate,1,ORG
OBSERVE FOR BONY METASTASIS,1,ORG
pericardial,1,GPE
s/p PNA,1,ORG
tympanic abd,1,PERSON
Large Cerebellar,1,PERSON
"HIDA
 scan",1,ORG
a day,1,DATE
Assess NGT,1,ORG
NSClung CA,1,PERSON
Reactivation,1,LOC
Amplatz SuperStiff,1,PERSON
ICDP,1,GPE
Tarlov,1,NORP
"CA,",1,ORG
SINGLE SUPINE AP,1,ORG
tibia,1,ORG
node metastases,1,ORG
Axonal,1,ORG
Focally,1,ORG
some four hours earlier,1,TIME
LEFT,1,ORG
Left rib met,1,FAC
Neoplastic,1,ORG
the left hemidiaphragm silhouette,1,ORG
Lytic,1,FAC
Intentional,1,ORG
Left lung atelectasis,1,LOC
argon laser,1,PERSON
Suggested,1,ORG
s/p air embolus,1,ORG
aorta,1,GPE
the span of one day,1,DATE
Correlative PET,1,ORG
SQ,1,PERSON
last hospitalization,1,DATE
Recommendation,1,ORG
hypoT,1,PERSON
same- day,1,DATE
Continuous MDCT,1,PERSON
Diaphragms,1,GPE
CXR.also,1,ORG
C. Diff,1,PERSON
FOUR,1,CARDINAL
Radiodense,1,ORG
node +,1,ORG
PAC,1,ORG
more than a week,1,DATE
Ca &,1,ORG
Findings of,1,ORG
"forPTX
 Admitting Diagnosis",1,PERSON
forPTX,1,PERSON
s/p L UL,1,ORG
OBTAIN,1,ORG
S/P ET,1,ORG
"a few
 hours earlier",1,TIME
O-Prolene,1,ORG
Levonox,1,GPE
SOB x,1,ORG
yeseterday,1,DATE
mark pneumothorax,1,PERSON
"the preceding
 day",1,DATE
lung,1,PERSON
"last
  week",1,DATE
Chronic lacunar,1,PRODUCT
Interval change?Any,1,PERSON
Assess Dobbhoff,1,PERSON
Gram,1,CARDINAL
Hypoattenuating,1,PERSON
CLOT,1,ORG
F/U CT,1,ORG
"DOE
 REASON FOR THIS EXAMINATION",1,PRODUCT
"fever & PNA
 REASON FOR THIS EXAMINATION",1,ORG
oblong,1,DATE
Diffusion-,1,ORG
NP Chip,1,ORG
w/ NSCLC,1,ORG
"s/p
  ETT",1,ORG
"s/p rt pneumonectomy

 REASON FOR THIS EXAMINATION",1,ORG
APPEARANCE OF THE CHEST,1,ORG
Fifty-eight year old,1,DATE
aorta & LA,1,ORG
SUPINE UPRIGHT RADIOGRAPHS OF THE,1,ORG
five days earlier,1,DATE
"s/p sternotomy & exploration
 REASON FOR THIS EXAMINATION",1,ORG
lobe,1,ORG
"s/p
    STEMI",1,ORG
Leftsided,1,ORG
Faint,1,ORG
TB p/w,1,ORG
MediPort,1,PRODUCT
recent C.diff,1,DATE
cm nonpathologically,1,PERSON
Need abd,1,PERSON
"Gadolinium
 Admitting Diagnosis",1,FAC
NEEDLE BIOPSY,1,ORG
Multiphasic CT,1,PERSON
Sixty-five year old,1,DATE
Tight,1,PRODUCT
dx'd,1,ORG
Hyperintensities,1,LOC
"s/p extubation
 Admitting Diagnosis: TRACHEAL",1,ORG
Venogram,1,GPE
SCV,1,NORP
guiaic,1,PERSON
levo,1,GPE
"PTX
 Admitting Diagnosis: DYSPNEA
 _",1,WORK_OF_ART
Stereotactic,1,GPE
CA w/,1,FAC
AP UPRIGHT FILM DATED,1,ORG
Marginal,1,PERSON
rt lung,1,PERSON
Five-mm,1,QUANTITY
fluid s,1,ORG
pleural fluid and/or,1,ORG
STT,1,ORG
a day before at,1,DATE
"LOWER EXTREMITY VENOUS ULTRASOUND

 COMPARISON",1,ORG
abd tenderness s,1,PERSON
LEFT IJ CORDIS,1,PERSON
LEFT BRACHIOCEPHALIC,1,PERSON
subq emphysema,1,PERSON
pneumonia s,1,PERSON
PLEURAL ASP,1,ORG
Ambisome,1,PERSON
EYeh d/w,1,ORG
Lordotic,1,NORP
the next day,1,DATE
"s/p lo
 Admitting Diagnosis: RIGHT LOWER LOBE",1,ORG
subpulmonic pleural fluid,1,ORG
"s/p l
 Admitting Diagnosis: RIGHT LOWER",1,ORG
Mass.,1,GPE
RT PLEURAL,1,ORG
Complication,1,ORG
Comparison,1,PERSON
nine hours earlier the same day,1,TIME
"PTX
 Admitting Diagnosis: RIGHT LOWER",1,WORK_OF_ART
Pigtail,1,PRODUCT
"R PTX
 REASON FOR THIS EXAMINATION",1,PRODUCT
CT-GUIDED FIDUCIAL SEED PLACEMENT,1,ORG
Location,1,ORG
Successful CT,1,ORG
OPACITY,1,ORG
the past two weeks,1,DATE
Left IJ Cordis,1,PERSON
IV NSLC,1,PERSON
p/w acute mental,1,ORG
day two,1,DATE
secondary,1,ORDINAL
O.R.,1,PERSON
the PET CT of,1,ORG
right lung,1,ORG
Tachypnea,1,PERSON
Infrahilar,1,ORG
SP TUE,1,PERSON
GDA per IR,1,ORG
Comparison of,1,ORG
"SOB
 _",1,LAW
P.A.,1,GPE
RT mapping/planning,1,ORG
asc aortic aneurysm,1,ORG
CA s/p L,1,ORG
"N/V
 REASON FOR THIS EXAMINATION",1,ORG
"Picc
 REASON FOR THIS EXAMINATION",1,LOC
Principal,1,NORP
RT planning,1,ORG
"RT planning
 Admitting Diagnosis:",1,ORG
Irregular,1,ORG
RLLL,1,ORG
Lidocaine,1,GPE
juxtacaval lymph node,1,PERSON
Lymphatic,1,NORP
carcinoid s/p,1,ORG
BM,1,ORG
ROS,1,ORG
"CA
  -also",1,ORG
Question CHF,1,ORG
